RENDICION DE BSP																								
JAZZ																								
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
COMPAÑIA	AA																							
FILE	Nº TICKET	FECHA	TARIFA	OFFLINE	CASH	TARJETA	IMPUESTOS	Resols.	(IVA)	COMISION	SUBTOTAL	NETO	%	OVER	A PAGAR	TOUR CODE	NRO TARJETA	OC						
65633     PES	3583-626977-0	2/1/2025	     315750.00		     512988.50		   102513.50	    94725.00			     512988.50				     512988.50									
65633     PES	3583-626978-1	2/1/2025	     315750.00		     512988.50		   102513.50	    94725.00			     512988.50				     512988.50									
65637     USD	3583-626979-2	2/1/2025	        444.00		        560.70		      116.70				        560.70				        560.70									
65637     USD	3583-626980-3	2/1/2025	        444.00		        560.70		      116.70				        560.70				        560.70									
65726     USD	3583-626988-4	6/1/2025	        427.00		        555.20		      128.20				        555.20				        555.20									
65726     USD	3583-626989-5	6/1/2025	        427.00		        555.20		      128.20				        555.20				        555.20									
65780     USD	3583-626991-0	7/1/2025	        238.00		        247.30		        9.30				        247.30				        247.30									
65780     USD	3583-626992-1	7/1/2025	        238.00		        247.30		        9.30				        247.30				        247.30									
65790     USD	3583-626993-2	7/1/2025	        561.00		        691.50		      130.50				        691.50				        691.50									
65790     USD	3583-626994-3	7/1/2025	        561.00		        691.50		      130.50				        691.50				        691.50									
65805     USD	3583-626995-4	7/1/2025	        438.00		        564.50		      126.50				        564.50				        564.50									
65805     USD	3583-626996-5	7/1/2025	        438.00		        564.50		      126.50				        564.50				        564.50									
65805     USD	3583-626997-6	7/1/2025	        438.00		        564.50		      126.50				        564.50				        564.50									
65820     USD	3583-626998-0	8/1/2025	        510.00		        635.40		      125.40				        635.40				        635.40									
65820     USD	3583-626999-1	8/1/2025	        510.00		        635.40		      125.40				        635.40				        635.40									
65849     USD	3583-627000-2	8/1/2025	        342.00		        451.70		      109.70				        451.70				        451.70									
65849     USD	3583-627001-3	8/1/2025	        342.00		        451.70		      109.70				        451.70				        451.70									
65865     USD	3583-627004-6	9/1/2025	        651.00		        782.30		      131.30				        782.30				        782.30									
65865     USD	3583-627005-0	9/1/2025	        651.00		        782.30		      131.30				        782.30				        782.30									
65876     USD	3583-627038-5	9/1/2025	        416.00		        545.40		      129.40				        545.40				        545.40									
65876     USD	3583-627039-6	9/1/2025	        416.00		        545.40		      129.40				        545.40				        545.40									
66255     USD	3583-716933-6	17/1/2025																						
65907     USD	3583-724050-4	9/1/2025	        273.00		        377.80		      104.80				        377.80				        377.80									
65907     USD	3583-724051-5	9/1/2025	        273.00		        377.80		      104.80				        377.80				        377.80									
65911     USD	3583-724052-6	10/1/2025	        371.00		        488.20		      117.20				        488.20				        488.20									
65911     USD	3583-724053-0	10/1/2025	        371.00		        488.20		      117.20				        488.20				        488.20									
65911     USD	3583-724054-1	10/1/2025	        371.00		        488.20		      117.20				        488.20				        488.20									
65918     USD	3583-724055-2	10/1/2025	        480.00		        604.80		      124.80				        604.80				        604.80									
65918     USD	3583-724056-3	10/1/2025	        480.00		        604.80		      124.80				        604.80				        604.80									
65918     USD	3583-724057-4	10/1/2025	        480.00		        604.80		      124.80				        604.80				        604.80									
65923     USD	3583-724058-5	10/1/2025	        480.00		        599.80		      119.80				        599.80				        599.80									
65923     USD	3583-724059-6	10/1/2025	        480.00		        599.80		      119.80				        599.80				        599.80									
65976     USD	3583-724060-0	11/1/2025	        590.00		        729.10		      139.10				        729.10				        729.10									
65976     USD	3583-724061-1	11/1/2025	        590.00		        729.10		      139.10				        729.10				        729.10									
66020     USD	3583-724062-2	13/1/2025	        575.00		        708.40		      133.40				        708.40				        708.40									
66020     USD	3583-724063-3	13/1/2025	        575.00		        708.40		      133.40				        708.40				        708.40									
66022     USD	3583-724064-4	13/1/2025																						
66022     USD	3583-724066-6	13/1/2025																						
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66022     USD	3583-724068-1	13/1/2025																						
66022     USD	3583-724070-3	13/1/2025																						
66022     USD	3583-724072-5	13/1/2025																						
66033     USD	3583-724074-0	13/1/2025	        541.00		        670.30		      129.30				        670.30				        670.30									
66059     USD	3583-724076-2	14/1/2025	        541.00		        670.20		      129.20				        670.20				        670.20									
66065     USD	3583-724081-0	14/1/2025	        469.00		        587.50		      118.50				        587.50				        587.50									
66065     USD	3583-724082-1	14/1/2025	        469.00		        587.50		      118.50				        587.50				        587.50									
66066     USD	3583-724083-2	14/1/2025	        414.00		        541.00		      127.00				        541.00				        541.00									
66066     USD	3583-724084-3	14/1/2025	        414.00		        541.00		      127.00				        541.00				        541.00									
66108     USD	3583-724086-5	15/1/2025	        468.00		        599.50		      131.50				        599.50				        599.50									
66108     USD	3583-724087-6	15/1/2025	        372.00		        496.70		      124.70				        496.70				        496.70									
66106     USD	3583-724088-0	15/1/2025	        436.00		        559.70		      123.70				        559.70				        559.70									
66106     USD	3583-724089-1	15/1/2025	        533.00		        663.50		      130.50				        663.50				        663.50									
66112     USD	3583-724091-3	15/1/2025																						
66112     USD	3583-724092-4	15/1/2025																						
66115     USD	3583-724093-5	15/1/2025																						
66115     USD	3583-724095-0	15/1/2025																						
66115     USD	3583-724097-2	15/1/2025																						
66115     USD	3583-724099-4	15/1/2025																						
66115     USD	3583-724101-6	15/1/2025																						
66116     USD	3583-724103-1	15/1/2025																						
66116     USD	3583-724104-2	15/1/2025																						
66120     USD	3583-724105-3	15/1/2025																						
66120     USD	3583-724106-4	15/1/2025																						
66120     USD	3583-724107-5	15/1/2025	        623.00		        848.98		      225.98				        848.98				        848.98									
66120     USD	3583-724108-6	15/1/2025	        623.00		        848.98		      225.98				        848.98				        848.98									
66128     USD	3583-724111-2	15/1/2025	        307.00		        414.30		      107.30				        414.30				        414.30									
66128     USD	3583-724112-3	15/1/2025	        307.00		        414.30		      107.30				        414.30				        414.30									
66207     USD	3583-724115-6	16/1/2025																						
66207     USD	3583-724116-0	16/1/2025																						
66228     USD	3583-724117-1	17/1/2025	        320.00		        428.20		      108.20				        428.20				        428.20									
66228     USD	3583-724118-2	17/1/2025	        320.00		        428.20		      108.20				        428.20				        428.20									
66259     USD	3583-724119-3	17/1/2025																						
66266     USD	3583-724120-4	17/1/2025	        330.00		        438.90		      108.90				        438.90				        438.90									
66266     USD	3583-724121-5	17/1/2025	        330.00		        438.90		      108.90				        438.90				        438.90									
66572     USD	3583-724138-1	27/1/2025	        107.00		        310.50		      203.50				        310.50				        310.50									
66619     USD	3583-724139-2	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724140-3	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724141-4	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724142-5	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
																								
POR FECHA EMISION DESDE:	 1/01/2025	HASTA:	 1/04/2025																					
																								
66619     USD	3583-724143-6	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724144-0	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724145-1	27/1/2025	        736.00		        882.80		      146.80				        882.80				        882.80									
66619     USD	3583-724146-2	27/1/2025	         83.00		         88.80		        5.80				         88.80				         88.80									
66619     USD	3583-724147-3	27/1/2025	        757.00		        905.30		      148.30				        905.30				        905.30									
66619     USD	3583-724148-4	27/1/2025	        757.00		        905.30		      148.30				        905.30				        905.30									
66619     USD	3583-724149-5	27/1/2025	        757.00		        905.30		      148.30				        905.30				        905.30									
66619     USD	5604-942000-0	27/1/2025	        757.00		        905.30		      148.30				        905.30				        905.30									
66689     USD	5604-942003-3	28/1/2025																						
66689     USD	5604-942004-4	28/1/2025																						
66686     USD	5604-942005-5	28/1/2025	        584.00		        761.70		      177.70				        761.70				        761.70									
66686     USD	5604-942006-6	28/1/2025	        443.00		        610.80		      167.80				        610.80				        610.80									
66739     PES	5604-942019-5	29/1/2025																						
66739     PES	5604-942020-6	29/1/2025																						
66739     PES	5604-942021-0	29/1/2025																						
66739     PES	5604-942022-1	29/1/2025																						
66739     PES	5604-942023-2	29/1/2025																						
66739     PES	5604-942024-3	29/1/2025																						
66739     PES	5604-942025-4	29/1/2025																						
